序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
189,,皇亲苑,下城吴林凤起路380号,30.265460，120.165540,皇亲苑社区管委会,1995,1336,4,,5.5万/平,91,,,杭州
190,,金基晓庐,江干钱江新城钱潮路68号,30.258020，120.219480,浙江华太物业,2009,765,3,,5.5万/平,,,,杭州
191,,杭州新湖果岭花苑,"拱墅-桥西-后横港路,近桥弄街",30.256360，119.976020,无锡九龙仓物业,2014,600,2,,55141,131,,,杭州
192,,皇亲苑,下城-武林-凤起路380号,30.265460，120.165540,皇亲苑社区居委会,1995,1336,4,,55072,108,,,杭州
193,,镜瑞弄社区,下城-庆春-麒麟街28号,30.263700，120.166560,武林街道,1992,328,1,,55000,50,,,杭州
194,,菩提寺路10号小区,上城-湖滨-菩提寺路10号,30.257670，120.165070,杭州绿城物业,,540,2,,55000,72,,,杭州
195,,桂花园,滨江北路56号,30.275460，120.098280,杭州绿城物业,,650,2,,54989,,,,杭州
196,,新城国际花园和园,江干-钱江新城-庆和路55号,30.254530，120.219103,绿城物业,2007,440,1,,54956,,,,杭州
197,,吴牙巷小区,下城-长庆-青春路,30.259460，120.175670,长庆街道,1989,765,3,,54903,,,,杭州
198,,石灰桥新村,西湖-文教-莫干山路,30.285980，120.144300,石灰桥新村管理处,1984,1312,4,,54894,58,,,杭州
199,,顺发美哉美城,"萧山-钱江世纪城-民和路,近飞虹路",30.224230，120.255730,浙江纳德物业,2017,664,2,,54878,97,,,杭州
200,,沿山河村,西湖-黄龙-保m路201号,30.270130，120.145330,社区居委会,1980,356,1,,54857,45,,,杭州
201,,西溪路65号小区,西湖-黄龙-西溪路65号,30.268880，120.144620,杭州绿城物业,,540,2,,54718,,,,杭州
202,,阳光地带花园,西湖-桂花城-紫荆花路311号,30.287860，120.092160,杭州品尚物业,2003,496,2,,54807,108,,,杭州
203,,小和弄11号小区,下城-庆春-小和弄11号,30.263887，120.165061,杭州绿城物业,,666,2,,54794,,,,杭州
204,,恒升花苑,西湖-文三街-文三路133号,30.277070，120.143440,宜民物业,2003,567,2,,54786,138,,,杭州
205,,采荷支路1号小区,江干-采荷-采荷支路1号,30.251360，120.196910,业主自营,,320,1,,54761,,,,杭州
206,,湖畔花园(别墅),西湖-竞舟-文一西路176号,30.286780，120.101950,浙江证大物业,1998,122,0,,54657,,,,杭州
207,,天巢花苑,下城-武林-体育场路402号,30.271530，120.159530,天巢物业,2001,184,1,,54642,103,,,杭州
208,,东城印象公寓,江干-景芳-新塘路318号,30.273353，120.208277,杭州广厦物业,2012,700,2,,54545,89,,,杭州
209,,布店弄小区,"下城-庆春-布店弄14,15,16,17号",30.262250，120.165930,业主自管,1988,920,3,,54545,50,,,杭州
210,,十三湾巷,"上城-吴山-华光路,近高银街",30.242570，120.167700,十三湾巷物业,1989,279,1,,54523,50,,,杭州
211,,涌金门社区,"上城-湖滨-定安路,近西湖大道",30.246730，120.165960,街道办事处（居委会）代管物业,1989,600,2,,54514,70,,,杭州
212,,耀江文萃苑,西湖-文教-文一路225-229号,30.287530，120.131350,杭州物华物业,2009,790,3,,54487,120,,,杭州
213,,宏农里,上城-湖滨-岳王路41号,30.256990，120.169120,业主自管,1985,140,0,,54464,50,,,杭州
214,,绿城春江花月,上城-南星-钱江路158号,30.216990，120.181450,绿城物业,2006,880,3,,54408,150,,,杭州
215,,名城公馆,"拱墅-桥西-登云路,近通益路",30.315780，120.129690,同益物业,2013,920,3,,54405,128,,,杭州
216,,东方御府,"江干-景芳-御临路,近凤起东路",30.273370，120.228270,南都物业,2015,670,2,,54383,88,,,杭州
217,,杭大新村,西湖-黄龙-西溪路56号,30.270150，120.143350,业主自管,1989,228,1,,54379,45,,,杭州
218,,玄坛公寓,"下城-武林-中河北路,近体育场路",30.268450，120.170250,仓桥社区居民委员会,1999,214,1,,54318,88,,,杭州
219,,新城国际花园彩园,江干-钱江新城-庆和路69号,30.255210，120.218830,浙江绿城物业,2008,768,3,,54317,140,,,杭州
220,,中豪晴园,西湖-文教-文一路181号,30.287620，120.133640,浙江颐景园物业,2006,290,1,,54272,130,,,杭州
221,,东润枫华,"江干-景芳-昙花庵路,近兴水弄",30.272560，120.215250,杭州绿城物业,2011,537,2,,54208,110,,,杭州
222,,运新花苑三区,"江干-景芳-御临路,近运新路",30.274130，120.226580,万豪物业,2007,900,3,,54087,148,,,杭州
223,,屏风苑小区,下城-武林-屏风街58号,30.267990，120.170370,屏风苑小区,1989,606,2,,54105,58,,,杭州
224,,万科郡西,余杭-良渚-大陆路,30.362150，120.022800,杭州万科物业,2017,760,3,,54059,370,,,杭州
225,,祠堂巷小区,上城-吴山-祠堂巷,30.241260，120.169780,社区居委会,1988,230,1,,54054,57,,,杭州
226,,中海钱江湾,江干-钱江新城-之江东路,30.268320，120.232460,中海物业管理,,440,1,,54000,,,,杭州
227,,西溪河下33号小区,西湖-文教-西溪河下33号,30.284019，120.140675,业主自管,1989,520,2,,53975,67,,,杭州
228,,玄坛弄小区,下城-武林-玄坛弄,30.268800，120.169510,天水街道,1989,791,3,,53918,40,,,杭州
229,,锦绣文苑,锦绣文苑,30.273890，120.151170,杭州坤和社区服务有限公司,2003,880,3,,53918,120,,,杭州
230,,毛家桥公寓,西湖-世纪新城-毛家桥路15号,30.285420，120.116340,新和物业,2005,697,2,,53912,120,,,杭州
231,,社坛苑,下城-武林-中河北路,30.265290，120.169580,天水街道,1998,427,1,,53900,70,,,杭州
232,,安吉路小区,"下城-武林-安吉路,近环城西路",30.263567，120.157570,业主自管,1990,450,2,,53868,60,,,杭州
233,,绿地旭辉城,滨江-滨江区政府-七甲路,30.224730，120.229180,上海永升物业,2017,2000,7,,53791,89,,,杭州
234,,绿城西子紫兰公寓,拱墅-信义坊-湖墅北路58号,30.297860，120.143740,绿城物业,2012,351,1,,53726,140,,,杭州
235,,永丰巷,下城-庆春-永丰巷8号,30.258230，120.168250,业主自管,1989,440,1,,53699,45,,,杭州
236,,环西新村,下城-武林-环城西路60号,30.267780，120.158170,环西新村社区中心,1989,587,2,,53691,40,,,杭州
237,,采荷街道青荷苑社区,江干-采荷-采荷支路10号,30.249810，120.196780,,,543,2,,53694,,,,杭州
238,,中海御道路一号,江干-钱江新城-御道路,30.269230，120.230770,中海物业管理,2016,1500,5,,53682,120,,,杭州
239,,耀江文萃苑,西湖-文教-文一路225-229号,30.287530，120.131350,浙江耀江物业,2003,345,1,,53676,,,,杭州
240,,花园社区,西湖-文教-学院路176-178号,30.302240，120.209640,社区居委会,1997,487,2,,53619,58,,,杭州
241,,星洲花园北区,西湖-桂花城-古墩路571号,30.302240，120.209640,浙江华盛物业管理公司,2000,1685,6,,53459,58,,,杭州
242,,上尚庭,"拱墅-申花-益乐路,近丰登路",30.299400，120.112750,浙江南都物业管理有限公司,2011,800,3,,53443,120,,,杭州
243,,浙大小区,西湖-文教-保m北路101号,30.288180，120.141180,铁佛寺社区居委会,2015,1200,4,,53435,,,,杭州
244,,定安苑,上城-吴山-定安路36号,30.244160，120.167110,定安苑物业,2000,552,2,,53429,50,,,杭州
245,,保利融信大国Z,萧山-萧山市区-建设一路,30.193050，120.269560,融信世欧物业管理,,550,2,,52912,,,,杭州
246,,保利霞飞郡,萧山-经开区-建设二路401号,30.201560，120.247750,保利物业,,880,3,,53349,,,,杭州
247,,欣盛东方福邸,"拱墅-申花-水月街,近学院北路",30.305630，120.111180,杭州南都物业,2013,1550,5,,53160,199,,,杭州
248,,武林路338号小区,下城-武林-武林路338号,30.267240，120.160110,社区居委会,1988,1200,4,,53149,,,,杭州
249,,滨江西溪明珠,"西湖-留下-百家园路,近天目山路",30.249460，120.059920,滨江西溪明珠,2016,1003,3,,53110,270,,,杭州
250,,国都枫华府第,西湖-翠苑-学院路129号,30.282260，120.128850,杭州国都物业,2011,1451,5,,53096,120,,,杭州
251,,下华光巷,上城-小营-中河中路188-192号,30.253536，120.172293,社区物业,1989,108,0,,53087,46,,,杭州
252,,竹竿巷社区,下城-庆春-白泽弄14号,30.260010，120.168320,街道办事处（居委会）,,560,2,,53070,,,,杭州
253,,溪畔花园,西湖-文教-文一路104号,30.289350，120.138850,街道办事处（居委会）,2000,390,1,,53044,60,,,杭州
254,,观巷小区,下城-庆春-凤起路,30.262720，120.166940,业主自管,1989,511,2,,53038,50,,,杭州
255,,龙湖春江彼岸,"滨江-滨江区政府-扬帆路,近丹枫路",30.221240，120.230210,龙湖物业,2015,2000,7,,52948,89,,,杭州
256,,龙游路小区,下城-庆春-龙游路14号,30.261372，120.158966,社区居委会,1988,102,0,,52944,65,,,杭州
257,,江山弄小区,"下城-武林-江山弄,近凤起路",30.264650，120.161970,灯芯巷社区居委会,1990,336,1,,52935,,,,杭州
258,,凯德龙湾,拱墅-和睦-小河路188号,30.312700，120.136600,凯德物业,2012,300,1,,52896,138,,,杭州
259,,世茂之西湖,滨江-彩虹城-江南大道,30.188131，120.147254,世茂物业管理,2013,946,3,,52895,89,,,杭州
260,,柏枝巷小区,下城-长庆-新华路,30.258790，120.177180,业主自营,2000,236,1,,52891,57,,,杭州
261,,龙华巷社区,"上城-小营-清吟街,近下华兴巷",30.253770，120.172940,华宇物业,1995,657,2,,52884,50,,,杭州
262,,顺发吉祥半岛,拱墅-桥西-登云路118号,30.314120，120.130440,浙江纳德物业,2014,1101,4,,52830,85,,,杭州
263,,紫园,江干-采荷-凯旋路100号,30.253120，120.190580,紫园物业,,987,3,,52830,221,,,杭州
264,,瑞立中央花城,滨江-滨江区政府-滨河路796号,30.200670，120.215910,绿城物业,2008,1200,4,,52817,136,,,杭州
265,,星洲花园南区(公寓),"西湖-桂花城-古墩路,近文一西路",30.289140，120.094380,浙江华盛房地产,2002,1100,4,,52797,140,,,杭州
266,,运新花苑二区,"江干-景芳-凤起东路,近御临路",30.272620，120.226130,万象物业,2015,1200,4,,52796,129,,,杭州
267,,风景大院,拱墅-桥西-通益路,30.322610，120.133030,杭州嘉园物业,2009,780,3,,52781,80,,,杭州
268,,世纪新城,西湖-世纪新城-高技路51-55号,30.283490，120.116260,杭州星辰房地产,2005,1250,4,,52749,60,,,杭州
269,,天阳尚景国际二期,"拱墅-申花-萍水街,近莫干山路",30.307740，120.117420,浙江天阳物业,2015,675,2,,52741,89,,,杭州
270,,深蓝广场,下城-西湖文化广场-朝晖路205号,30.275760，120.168640,绿城物业,2006,876,3,,52614,,,,杭州
271,,昌化新村,"城-武林-桃花河弄,近环城西路",30.268700，120.157470,社区居委会,1989,700,2,,52447,50,,,杭州
272,,孩儿巷103号小区,下城-庆春-孩儿巷103号,30.261280，120.166560,业主自管,1989,550,2,,52422,,,,杭州
273,,南都天水苑,下城-武林-中山北路417号,30.267910，120.166890,浙江永顺物业,2000,110,0,,52344,100,,,杭州
274,,银杏汇,"滨江-彩虹城-闻涛路,近东信大道",30.189350，120.148090,浙江开元物业,2014,300,1,,52338,185,,,杭州
275,,锦兰公寓,"拱墅-长乐-丽水路,近长乐路",30.300130，120.146320,浙江绿城物业,2011,340,1,,52337,145,,,杭州
276,,欣盛东方郡(东区),滨江-滨江区政府-春晓路233号,30.197200，120.216540,南都物业,2009,940,3,,52301,89,,,杭州
277,,滨江华家池(公寓),江干-南肖埠-艮山西路81号,30.275260，120.192760,滨江物业,2017,889,3,,52292,130,,,杭州
278,,平安居,下城-武林-屏风街94号,30.267990，120.168480,仓桥社区居民委员会,2005,450,2,,52289,74,,,杭州
279,,白荡海人家,西湖-文教-文一路66号,30.289720，120.142640,绿景物业,1988,1200,4,,52230,56,,,杭州
280,,思敬里,下城-庆春-孩儿巷,30.262940，120.162170,街道办事处,2000,68,0,,52225,64,,,杭州
281,,梅苑阁,西湖-文教-莫干山路513号,30.287900，120.143700,杭州石雨物业,1998,200,1,,52197,104,,,杭州
282,,运新花苑一区,"江干-景芳-运河东路,近凤起东路",30.271730，120.223800,万象物业,2009,1903,6,,52165,,,,杭州
283,,彩虹豪庭,"滨江-彩虹城-伟业路,近闻涛路",30.190870，120.157840,杭州彩虹物业,2010,476,2,,52116,200,,,杭州
284,,新金都城市花园,西湖-桂花城-古墩路415号,30.284920，120.097710,浙江金都物业,2000,550,2,,52114,89,,,杭州
285,,丽景苑,下城-潮鸣-建国北路87号,30.262070，120.180030,建设物业,2002,88,0,,52106,140,,,杭州
286,,比胜庙巷小区,"上城-湖滨-比胜庙巷,近开元路",30.246560，120.167840,湖滨街道,1988,776,3,,,,,,杭州
287,,环北新村,下城-武林-武林路458号,30.272040，120.158940,半道红社区居委会,1989,450,2,,52052,55,,,杭州
288,,惠民路小区,上城-吴山-惠民路1-74号,30.242930，120.166940,房管所代管物业,1986,876,3,,52049,65,,,杭州
289,,之江花园(别墅),滨江-彩虹城-东信大道,30.190233，120.152115,杭州屋宇物业,2009,111,0,,52000,,,,杭州
290,,怡和苑,"上城-近江-衢江路,近近江北路",30.232540，120.203520,杭州润宇物业,1997,140,0,,51990,89,,,杭州
291,,建工新村,西湖-学军-莫干山路,30.282730，120.148270,下马腾社区,1987,235,1,,51850,45,,,杭州
292,,金都华府,上城-雄镇楼-江城路,30.228610，120.176180,浙江金都物业,2007,960,3,,51845,135,,,杭州
293,,竹竿巷浙报公寓,下城-庆春-竹竿巷34号,30.262660，120.170740,梅苑物业,2000,428,1,,51745,120,,,杭州
294,,江南望庄,滨江-滨江区政府-月明路983号,30.202160，120.211300,中海物业管理,,670,2,,51734,130,,,杭州
295,,和家园(南区别墅),西湖-留下-杨梅山路310号,30.027230，119.976090,深圳市开元国际物业,2009,890,3,,51705,,,,杭州
296,,采荷小区金谷,江干-采荷-双菱路34号,30.254140，120.196140,业主自营,,876,3,,51698,45,,,杭州
297,,万科西庐,西湖-西溪-五常港路,30.293280，120.055510,杭州万洲置业,2015,1428,5,,51685,88,,,杭州
298,,富春泉水湾(别墅),富阳-东洲-江滨东大道819号,30.076640，120.024850,杭州万科物业,2013,405,1,,51642,260,,,杭州
299,,运新花苑五区,江干-景芳-运河东路,30.269860，120.223340,万象物业,2009,450,2,,51600,123,,,杭州
300,,华立金顶苑,西湖-文教-莫干山路499号,30.287160，120.144920,杭州华立物业,2001,800,3,,51592,162,,,杭州
301,,融创河滨之城雨澜轩,西湖-紫金港-五常港路301号,30.297120，120.058980,绿城物业,2016,987,3,,51574,,,,杭州
302,,星洲花园北区(别墅),西湖-桂花城-古墩路571号,30.275660，120.103090,浙江华盛物业,2000,679,2,,51463,,,,杭州
303,,劳工弄小区,下城-武林-武林路379号,30.268010，120.158990,社区居委会,1991,846,3,,51448,54,,,杭州
304,,秋涛南苑,上城-南星-秋涛路50号,30.221050，120.177890,社区居委会,1996,532,2,,51444,46,,,杭州
305,,黄龙小庄,西湖-西湖景区-曙光路,30.262780，120.169230,业主自管,2000,221,1,,51304,,,,杭州
306,,花圃铁路新村南区,江干-采荷-凯旋路45号,30.249966，120.188688,采荷街道,1989,336,1,,51286,50,,,杭州
307,,龙湖唐宁ONE,西湖-世纪新城-古翠路,30.284850，120.117850,杭州龙湖物业,2017,660,2,,51233,120,,,杭州
308,,采荷小区芙蓉,江干-采荷-双菱路21号,30.253630，120.195070,社区居委,1988,430,1,,51222,50,,,杭州
309,,采荷人家,江干-钱江新城-杭海路265-267号,30.256060，120.206820,杭州宋都物业,2004,680,2,,51179,120,,,杭州
310,,南肖埠文景苑,江干-南肖埠-凤起东路53号,30.264240，120.195150,杭州滨江物业管理,2004,448,1,,51007,120,,,杭州
311,,武林巷36号小区,西湖-文三街-武林巷36号,30.274790，120.147560,文天社区居委会,1988,543,2,,50985,,,,杭州
312,,万科西溪蝶园,西湖-西溪-紫霞街333号,30.290070，120.064150,杭州万科物业,2009,2500,8,,50943,50,,,杭州
313,,延庆里,上城-湖滨-延庆里,30.257350，120.170810,湖滨街道,1990,323,1,,50940,38,,,杭州
314,,莫干山路599号小区,西湖-文教-莫干山路599号,30.291480，120.142980,自有物业,,990,3,,50866,,,,杭州
315,,南肖埠庆和苑,江干-南肖埠-太平门直街88号,30.259640，120.193740,杭州滨江物业,2004,360,1,,50865,140,,,杭州
316,,武林路435号小区,下城-武林-武林路435号,30.269710，120.158800,社区居委会,,751,3,,50779,,,,杭州
317,,汇鑫枫景苑,江干-钱江新城-太平门直街283号,30.261330，120.201630,浙江汇鑫房地产,2006,543,2,,50705,100,,,杭州
318,,高教新村,西湖-桂花城-文一西路320号,30.286850，120.096470,浙江容大物业,1998,660,2,,50660,75,,,杭州
319,,华苑公寓,西湖-桂花城-古墩路453号,30.287310，120.097950,杭州宜民物业管理,2000,500,2,,50646,50,,,杭州
320,,保利中央公馆,江干-景芳-艮山西路,30.275160，120.206620,浙江保利物业,2019,456,2,,50607,109,,,杭州
321,,尚景国际,拱墅-申花-萍水街,30.306130，120.119000,浙江天阳物业,2013,650,2,,50594,90,,,杭州
322,,寰宇天下C区,"滨江-滨江区政府-滨盛路,近江陵路",30.215900，120.214140,中海物业,2014,660,2,,50577,,,,杭州
323,,景瑞悦西台,拱墅-申花-申花路,30.306890，120.107340,上海景瑞物业,2017,567,2,,50575,89,,,杭州
324,,广景苑,江干-景芳-景昙路100号,30.265960，120.205250,杭州昌龙物业,2007,245,1,,50570,130,,,杭州
325,,万科坤和玉泉,西湖-留下-西溪路,30.237520，120.065600,上海万科物业,2017,778,3,,50515,130,,,杭州
326,,和润园,和润园,30.290500，120.098560,杭州卓盛物业,2012,40,0,,50504,80,,,杭州
327,,远洋公馆(西区),拱墅-拱宸桥-丽水路71号,30.308234，120.141778,杭州远洋天祺置业,,1100,4,,50427,,,,杭州
328,,金成嘉南公寓,西湖-桂花城-文一西路378号,30.286980，120.093880,浙江金成物业,2000,820,3,,50410,80,,,杭州
329,,政新花园,西湖-竞舟-古墩路582号,30.290960，120.098110,杭州万象物业,2000,442,1,,50398,90,,,杭州
330,,水岸帝景,江干-钱江新城-钱潮路10号,30.255530，120.224720,杭州中环物业,2005,342,1,,50394,140,,,杭州
331,,中海西溪华府,西湖-西溪-五常港路,30.289800，120.054410,中海物业,2013,1200,4,,50351,90,,,杭州
332,,华海园,西湖-文教-文一路70号,30.289900，120.140900,杭州物华物业,2005,635,2,,50350,120,,,杭州
333,,名门世家,萧山-萧山市区-晨晖路,30.138540，120.276200,绿城物业,2011,1352,5,,50325,90,,,杭州
334,,莱蒙水榭春天,"滨江-滨江区政府-滨盛路,近扬帆路",30.226220，120.226790,深圳莱蒙物业,2016,854,3,,50264,120,,,杭州
335,,江枫苑,城-雄镇楼-凤山桥直街13号,30.223680，120.175610,杭州锦弘物业,2000,1000,3,,50261,100,,,杭州
336,,清吟街小区,"上城-小营-清吟街,近平海路",30.253650，120.174420,小营街道,1999,985,3,,50239,60,,,杭州
337,,环北新村社区,下城-武林-武林路458号,30.272040，120.158940,业主自营,,768,3,,50223,72,,,杭州
338,,钱塘帝景(公寓),滨江-彩虹城-信诚路817号,30.192300，120.169510,启胜物业,2013,1200,4,,50212,100,,,杭州
339,,坤和求是里,西湖-留下-求和路,30.240360，120.065360,坤和物业,2017,999,3,,50143,68,,,杭州
340,,火药局弄小区,上城-吴山-火药局弄,30.243770，120.167610,清波街道办事处,1985,954,3,,50137,60,,,杭州
341,,昆仑公馆,拱墅-湖墅-长板巷99号,30.291450，120.157050,昆仑物业,2014,680,2,,50136,170,,,杭州
342,,欣盛东方郡(西区),滨江-滨江区政府-江汉路170号,30.197070，120.212330,南都物业,2010,3166,11,,50059,59,,,杭州
343,,莱德绅华府,"拱墅-申花-丰登街,近隐秀路",30.299500，120.113650,绿城物业,2014,867,3,,50055,90,,,杭州
344,,意盛花苑,下城-武林-中河北路69号,30.266180，120.170220,杭州友邦物业,2000,230,1,,50051,70,,,杭州
345,,绿城留香园,江干-钱江新城-塘工局路,30.271860，120.231170,绿城物业,2017,754,3,,50029,139,,,杭州
346,,蔡官巷公寓,上城-清波-蔡官巷9号,30.235900，120.160920,清波街道办事处,2000,626,2,,50000,143,,,杭州
347,,景湖苑,下城-武林-体育场路415号,30.269850，120.156510,杭州利兹物业,2002,149,0,,49989,150,,,杭州
348,,后市街小区,"上城-吴山-后市街,近惠民路",30.243450，120.169890,清波街道定安路社区居委会,1997,1500,5,,49969,45,,,杭州
349,,保亿绿城奥邸国际,"萧山-钱江世纪城-博奥路,近平澜路",30.234170，120.236310,浙江保亿物业,,679,2,,49942,,,,杭州
350,,文溪鼎园(公寓),"西湖-竞舟-文一西路,近丰潭路",30.288970，120.105320,绿城物业,2014,577,2,,49875,89,,,杭州
351,,羊血弄小区,"上城-湖滨-羊血弄,近开元路",30.248350，120.169110,社区居委会,1995,854,3,,49866,,,,杭州
352,,庆春苑,江干-南肖埠-太平门直街15号,30.259190，120.191770,杭州杰康物业,2000,500,2,,49840,78,,,杭州
353,,开元路小区,上城-湖滨-开元路,30.247880，120.165940,业主自管,1998,300,1,,49810,56,,,杭州
354,,富星苑,上城-近江-钱江路620号,30.237160，120.199660,杭州在水一方物业,2000,111,0,,49691,70,,,杭州
355,,中河中路201号小区,上城-湖滨-中河中路201号,30.252050，120.171440,业主自管,2010,454,2,,49633,73,,,杭州
356,,紫林公寓,西湖-桂花城-紫荆花路301号,30.287700，120.092000,杭州市西湖区文新街道桂花园社区居民委员会,2002,1100,4,,49560,94,,,杭州
357,,闻潮尚庭,"上城-南星-望江东路,近钱江路",30.229990，120.188140,紫阳街道,,334,1,,49505,,,,杭州
358,,大华西溪风情(公寓),余杭-未来科技城-文一西路833号,30.276580，120.042190,杭州彩虹物业,2004,1500,5,,49475,80,,,杭州
359,,兴财名都苑,西湖-文教-莫干山路493号,30.286700，120.142780,杭州兴财物业管理有限公司,2003,274,1,,49455,120,,,杭州
360,,天阳上河(公寓),拱墅-和睦-和盛街111号,30.312180，120.132020,浙江天阳物业,2008,663,2,,49390,89,,,杭州
361,,遂安路小区,下城-庆春-环城西路,30.260799，120.158997,业主自管,2000,544,2,,49313,86,,,杭州
362,,旭辉和昌都会山,"萧山-钱江世纪城-奔竞大道,近书音路",30.231430，120.245340,上海永升物业,2019,756,3,,49305,,,,杭州
363,,府新花园,西湖-莲花街-文二西路589号,30.280680，120.092150,浙江野风物业,1999,4080,14,,49304,81,,,杭州
364,,浙旅德信西宸,拱墅-申花-萍水东路,30.307650，120.118100,杭州品尚物业,2016,1230,4,,49303,89,,,杭州
365,,中北花园二期,下城-西湖文化广场-春雨巷,30.278370，120.169010,安宁物业,1982,565,2,,49292,120,,,杭州
366,,丹桂公寓,西湖-山水-文三西路87号,30.274580，120.108240,浙江绿城物业,1999,378,1,,49151,60,,,杭州
367,,银桂花园,西湖-莲花街-文三西路469号,30.275050，120.093730,绿城物业,1996,78,0,,49085,200,,,杭州
368,,德雅花园,西湖-文教-教工路280号,30.290560，120.136620,华门物业,1995,666,2,,49023,85,,,杭州
369,,见仁里,上城-湖滨-青年路,30.248410，120.167340,湖滨街道居委会,1995,675,2,,49011,48,,,杭州
370,,天宏紫轩,上城-南星-秋涛路,30.337650，121.118802,浙江赞成物业,,854,3,,49000,,,,杭州
371,,贺田尚城富汇豪庭,滨江-钱江湾-六和路365号,30.179670，120.135520,南都物业,2000,556,2,,48995,,,,杭州
372,,融创涌清府,"江干-景芳-运河东路,近严家弄路",30.276170，120.218400,融创物业,,769,3,,48959,,,,杭州
373,,曙光路小区,西湖-西湖景区-曙光路1号,"120.153548,30.272954 ",业主自营,,762,3,,49324,,,,杭州
374,,由义弄,"上城-吴山-高银街,近后市街","120.17528,30.246775",社区居委会,1990,120,0,,48940,54,,,杭州
375,,采荷小区洁莲,江干-采荷-双菱路34号,"120.203295,30.259154",社区居委,1989,918,3,,48935,45,,,杭州
376,,银桂花园,西湖-莲花街-文三西路469号,"120.100638,30.280149 ",绿城物业,1996,78,0,,48932,230,,,杭州
377,,世外桃源风情村,萧山-湘湖闻堰-湘湖路,"120.1976,30.132611 ",杭州世外桃源物业,2000,865,3,,49193,,,,杭州
378,,新德雅公寓,西湖-文教-教工路282号,"120.14176,30.297802",浙江华门物业,2000,568,2,,48895,130,,,杭州
379,,尚农里小区,上城-湖滨-浣纱路14号,"120.174214,30.253715 ",社区居委会,1995,1800,6,,48846,,,,杭州
